"article_id","year","journal","title","authors","method","sub_territory","abstract"
"94","2004","Academy of Management Journal","From knowledge flows to innovation outcomes: a mediating role of organisational learning","Choi, I., Kowalski, P., & Lopez, K.","Qualitative","knowledge_based_view","Adopting an inductive case-study approach, we explore the role of knowledge flows influences innovation outcomes. We synthesise the knowledge-based view literature with recent advances in the microfoundations programme. Through a comparative case study of 5 firms, we examine the proposed mechanisms. The results show that knowledge flows are precursors of innovation outcomes. Our results suggest that innovation outcomes are influenced by knowledge flows. The effect of knowledge flows on innovation outcomes is contingent on intellectual property protection. Cross-case comparison confirms the generalisability of the principal mechanisms. The paper makes two contributions to the knowledge-based view literature."
"95","2008","British Journal of Management","Reconfiguring leadership behaviour for innovation performance","Saluja, N., Mwangi, C., & Schreiber, M.","Quantitative","ambidexterity","Using a longitudinal design, this paper investigates whether leadership behaviour influences innovation performance. The theoretical framework reconciles the organisational ambidexterity with attention-based perspectives on strategic choice. Drawing on patent data from 312 firms in the high-technology industry, we test the model. Consistent with the hypotheses, organisational ambidexterity is a critical determinant of long-term survival. Innovation performance is predicted by leadership behaviour. Leadership behaviour is a key antecedent of innovation performance in the empirical setting examined. We further find that exploration has a negative effect on long-term survival. Robustness checks using two-stage least squares confirm the direction and significance of the focal coefficients. The empirical pattern is consistent with a contingency-theoretic interpretation of leadership behaviour but is harder to reconcile with strong universalistic accounts. The results extend prior organisational ambidexterity work by introducing a previously unexamined boundary condition. Future work should examine whether the identified mechanisms operate similarly in service-dominated industries."
"96","2018","Research Policy","How relational capital influences alliance success: evidence from manufacturing","Liu, T., Bayer, T., Anand, J., & Petrov, V.","Quantitative","alliance_capability","Using a longitudinal design, this paper investigates the conditions under which relational capital influences alliance success. We synthesise the alliance capability literature with recent advances in the microfoundations programme. Drawing on panel data from 247 firms over the period 2006-2020, we test the hypotheses. All measurement scales are pretested with a panel of subject-matter experts prior to administration. Moreover, the results clarify the role of relational capital in shaping alliance success. The effect of relational capital on alliance success is contingent on alliance interdependence. Relational capital has a significant positive effect on alliance success. Furthermore, relational capital drives alliance success through a combination of direct and indirect mechanisms. Prior alliance experience is a critical determinant of knowledge transfer. The analysis quantifies the contribution of alliance portfolio configuration to alliance success across the full panel and within key sub-samples. Network resources improve relational governance. We further find that relational governance mediates the relationship between relational capital and alliance success. The pattern of results is stable across the sample period and across industry sub-samples. The pattern of effects suggests that the construct of relational capital is more multidimensional than prior work has acknowledged. The results are partially consistent with theoretical predictions; the unexpected non-findings in the moderated paths warrant further scrutiny. The paper makes two contributions to the alliance capability literature. Implications for strategy research and for managerial practice are discussed. Replication of these results in international samples and across alternative time periods would strengthen confidence in the findings."
"97","1999","Organization Studies","The effect of stakeholder pressure on stakeholder legitimacy","Wassermann, O.","Meta-analysis","natural_RBV","Anchored in the dynamic capabilities literature, we test the conditions under which stakeholder expectations influences stakeholder legitimacy. The theoretical framework reconciles the natural-resource-based view with attention-based perspectives on strategic choice. We synthesise 47 empirical studies using meta-analytic techniques. Control variables include firm size, firm age, leverage, and industry fixed effects. The findings indicate that sustainability capabilities consistently shape sustainable competitive advantage across the sub-samples examined. We find that the empirical analysis quantifies the effect of stakeholder demands on stakeholder legitimacy. We further find that product stewardship capability is a predictor of sustainable competitive advantage. Consistent with the hypotheses, stakeholder pressure shows a strong positive relationship with stakeholder legitimacy. We find that green absorptive capacity partially mediates the effect of pollution prevention capability on green absorptive capacity. We further find that stakeholder pressure is a key antecedent of stakeholder legitimacy in the empirical setting examined. Sensitivity analyses confirm the robustness of the pooled effect to study quality and sample composition. Our results align with recent findings in the natural-resource-based view literature while extending them to a previously unexamined empirical setting. These findings call into question the assumption that stakeholder pressure operates uniformly across organisational contexts. Our principal contribution lies in identifying the mediating mechanisms that link the focal constructs. The paper closes with implications for the design of capability-development initiatives. Replication of these results in international samples and across alternative time periods would strengthen confidence in the findings."
"98","2015","British Journal of Management","Institutional capabilities, internationalisation success, and the contingent role of cultural distance","Singh, L., & Lefebvre, O.","Mixed","emerging_market_RBV","Through a sequential mixed-method approach, this study investigates the role of institutional capabilities influences internationalisation success. We synthesise the emerging-market strategy literature with recent advances in the microfoundations programme. We employ a mixed-method design combining survey data (423 firms) with 3 in-depth case studies. The unit of analysis is the strategic business unit, drawn from the firms' segment-level reporting. The results show that the empirical analysis quantifies the effect of domestic market experience on institutional adaptation. Institutional capabilities diminish internationalisation success. Our results suggest that dynamic capabilities serve as a mediator of the relationship between institutional capabilities and internationalisation success. Institutional capabilities undermine international performance. The effect of political capabilities on absorptive capacity is contingent on the level of cultural distance prevailing in the firm's environment. We further test the model on a holdout sample and replicate the principal findings. The pattern of effects suggests that the construct of institutional capabilities is more multidimensional than prior work has acknowledged. The empirical pattern is consistent with a contingency-theoretic interpretation of institutional capabilities but is harder to reconcile with strong universalistic accounts. The study contributes to the strategic-management literature by demonstrating a previously underexplored contingency. Implications for strategy research and for managerial practice are discussed. Promising directions for future research include the integration of micro-level cognitive antecedents with the firm-level mechanisms identified here."
"99","2017","Strategic Management Journal","Indigenous knowledge resources and the microfoundations of domestic competitive advantage","Beck, E., Salomons, N., Olawale, R., & Schweiger, H.","Conceptual","emerging_market_RBV","This paper examines the mechanisms through which indigenous knowledge resources influences domestic competitive advantage. The conceptual framework is illustrated with examples from the consumer goods industry; no empirical test is conducted. Consistent with our predictions, indigenous knowledge resources drive firm growth through a combination of direct and indirect mechanisms. Moreover, institutional voids moderate the effect of institutional capabilities on internationalisation success. The results show that institutional voids conditions the effect of indigenous knowledge resources on domestic competitive advantage, with the relationship stronger under high institutional voids. We illustrate the framework with examples drawn from prior empirical work. The paper closes with implications for the design of capability-development initiatives."
"100","2020","Long Range Planning","The role of corporate reputation in shaping competitive advantage","Saluja, V., Berger, T., Frydman, P., & Steiner, K.","Experimental","ESG_stakeholder_RBV","Using a laboratory-experimental approach, this paper tests the mechanisms through which corporate reputation influences competitive advantage. The conceptual framework integrates insights from stakeholder strategy and contingency theory. We test the conceptual model using an experimental design with 1452 participants drawn from Italian SMEs. Control variables include firm size, firm age, leverage, and industry fixed effects. The findings reveal that corporate reputation has a strong positive effect on competitive advantage. The results indicate that stakeholder relationships fully mediate the relationship between corporate reputation and competitive advantage. Consistent with our predictions, stakeholder capabilities are necessary precursors of stakeholder relationships. The results clarify the role of corporate reputation in shaping competitive advantage. Corporate governance quality is a critical determinant of competitive advantage. Contrary to expectations, the analysis quantifies the contribution of board diversity to stakeholder trust across the full panel and within key sub-samples. Stakeholder capabilities are critical determinants of competitive edge. Stakeholder integration is a robust predictor of stakeholder relationships after the controls and fixed effects are imposed. Supplementary analyses rule out reverse-causality and common-method bias as alternative explanations. The pattern of findings is consistent with prior theoretical work but qualifies the strong-form predictions of earlier studies. The pattern of effects suggests that the construct of corporate reputation is more multidimensional than prior work has acknowledged. Our principal contribution lies in identifying the mediating mechanisms that link the focal constructs. Implications for strategy research and for managerial practice are discussed. Future studies could examine the conditions under which corporate reputation translates into rent appropriation as opposed to value creation."
"101","2013","Research Policy","The effect of corporate reputation on competitive advantage","Nakamura, P.","Quantitative","ESG_stakeholder_RBV","Using a multi-industry sample, this study examines how corporate reputation influences competitive advantage. We synthesise the stakeholder strategy literature with recent advances in the microfoundations programme. We employ a moderated-mediation design on survey data from 754 firms. All measurement scales are pretested with a panel of subject-matter experts prior to administration. Furthermore, stakeholder engagement is significantly positively associated with reputational capital. Stakeholder relationships serve as a mediator of the relationship between corporate reputation and competitive advantage. The analysis quantifies the contribution of stakeholder integration to reputational capital across the full panel and within key sub-samples. The estimates show the contribution of corporate reputation to competitive advantage. In addition, competitive advantage is an outcome of corporate reputation. Moreover, stakeholder activism moderates the relationship between corporate reputation and competitive advantage. The results show that stakeholder activism conditions the effect of CSR capabilities on long-term firm value, with the relationship stronger under high stakeholder activism. We address potential endogeneity concerns using an instrumental-variables approach. The results are partially consistent with theoretical predictions; the unexpected non-findings in the moderated paths warrant further scrutiny. The empirical pattern is consistent with a contingency-theoretic interpretation of corporate reputation but is harder to reconcile with strong universalistic accounts. The paper makes two contributions to the stakeholder strategy literature. We discuss the implications of the findings for practice and identify three managerial recommendations. Future research could profitably extend the model to longitudinal designs and to additional national contexts."
"102","2009","Academy of Management Review","Prior knowledge stock and innovation performance: an empirical investigation","Hammond, K., & Kontos, I.","Quantitative","absorptive_capacity","Drawing on the natural-resource-based view, this study examines whether prior knowledge stock influences innovation performance. The argument is grounded in the absorptive capacity and complements recent process-based accounts of capability development. We employ a moderated-mediation design on survey data from 156 firms. Construct measures are drawn from previously validated scales; reliability and discriminant validity are confirmed. We further find that prior knowledge stock is significantly positively associated with innovation performance. Consistent with our predictions, prior knowledge stock is the proximal antecedent of innovation performance. Importantly, external knowledge sourcing is a precursor of patent productivity. Our results suggest that incremental innovation is enhanced by absorptive capacity. Knowledge tacitness moderates the relationship between knowledge assimilation and incremental innovation. We address potential endogeneity concerns using an instrumental-variables approach. These findings call into question the assumption that prior knowledge stock operates uniformly across organisational contexts. The pattern of findings is consistent with prior theoretical work but qualifies the strong-form predictions of earlier studies. The study contributes to the strategic-management literature by demonstrating a previously underexplored contingency. The findings refine the resource-based view by specifying the mechanisms through which prior knowledge stock generate sustained competitive advantage. Promising directions for future research include the integration of micro-level cognitive antecedents with the firm-level mechanisms identified here."
"103","1998","Academy of Management Journal","The effect of firm-specific knowledge on rent appropriation","Larsen, C., Magnusson, K., & Costa, R.","Quantitative","knowledge_based_view","Extending recent work on dynamic capabilities, this paper analyses the extent to which firm-specific knowledge influences rent appropriation. The conceptual framework integrates insights from knowledge-based view and contingency theory. We use structural equation modelling on a sample of 612 Spanish family firms. Moreover, the findings highlight the association between firm-specific knowledge and rent appropriation. Furthermore, intellectual property protection moderates the knowledge transfer mechanisms-organisational learning relationship. Firm-specific knowledge increases rent appropriation. The findings indicate that firm-level learning is the principal outcome of knowledge flows. Supplementary analyses rule out reverse-causality and common-method bias as alternative explanations. Several boundary conditions are identified that constrain the generalisability of the findings. We discuss implications for theory development and for the strategic management of firm-specific knowledge."
"104","2002","Journal of Management","Digital capabilities, innovation performance, and the contingent role of competitive intensity","Salomons, S.","Meta-analysis","IT_capabilities","Anchored in the knowledge-based view, this paper investigates the role of digital capabilities influences innovation performance. Drawing on the IT capabilities, we develop three hypotheses concerning the focal relationships. We synthesise 104 empirical studies using meta-analytic techniques. The unit of analysis is the strategic business unit, drawn from the firms' segment-level reporting. The results show that digital capabilities substantially improve innovation performance under the conditions specified. IT capabilities are necessary precursors of digital transformation outcomes. The empirical analysis shows that agility is significantly enhanced by IT investment after controlling for confounding factors. Digital capabilities are critical antecedent of innovation performance under the boundary conditions identified. The estimates capture the relationship between digital capabilities and innovation performance. IT capabilities are negatively associated with firm performance in the focal sample, contrary to standard predictions. Consistent with our predictions, IT capabilities show a strong positive relationship with operational performance. Publication bias is assessed using funnel-plot diagnostics and trim-and-fill methods. The results are partially consistent with theoretical predictions; the unexpected non-findings in the moderated paths warrant further scrutiny. Our principal contribution lies in identifying the mediating mechanisms that link the focal constructs. We discuss implications for theory development and for the strategic management of digital capabilities. Subsequent research could usefully unpack the temporal dynamics through which digital capabilities accumulates and erodes."
"105","2006","Organization Studies","The effect of firm-specific advantages on firm growth","Beck, H., Roth, J., & Sandstrom, A.","Qualitative","emerging_market_RBV","Through a multi-case study, we analyse the extent to which firm-specific advantages influences firm growth. The theoretical framework reconciles the emerging-market strategy with attention-based perspectives on strategic choice. Through a comparative case study of 5 firms, we examine the proposed mechanisms. All measurement scales are pretested with a panel of subject-matter experts prior to administration. We further find that country-specific advantages promote institutional adaptation. Firm-specific advantages weaken firm growth. Consistent with the hypotheses, firm-specific advantages are negatively associated with firm growth. Political capabilities exhibit a robustly positive effect on firm growth that survives a battery of robustness checks. Cross-case comparison confirms the generalisability of the principal mechanisms. The findings underscore the importance of context-sensitive operationalisation of firm-specific advantages in subsequent empirical work. The results are partially consistent with theoretical predictions; the unexpected non-findings in the moderated paths warrant further scrutiny. The results extend prior emerging-market strategy work by introducing a previously unexamined boundary condition. We discuss the implications of the findings for practice and identify three managerial recommendations. Future work should examine whether the identified mechanisms operate similarly in service-dominated industries."
"106","2008","Organization Science","From sequential ambidexterity to firm performance: a mediating role of dynamic capabilities","Larsen, K., & Bertrand, H.","Quantitative","ambidexterity","Using a multi-industry sample, this study examines the extent to which sequential ambidexterity influences firm-level performance. Drawing on panel data from 1452 firms over the period 2008-2012, we test the hypotheses. The results show that firm performance is determined by sequential ambidexterity. Organisational ambidexterity exhibits a negative effect on innovation performance. We address potential endogeneity concerns using an instrumental-variables approach. We identify open questions concerning the microfoundations of sequential ambidexterity and discuss avenues for future research."
"107","1999","British Journal of Management","Adaptive capabilities and competitive advantage: a dynamic capabilities perspective","Hassan, S., Acheson, A., & Choi, N.","Conceptual","dynamic_capabilities","Anchored in the dynamic capabilities literature, we test the role of adaptive capabilities influences competitive advantage. We synthesise the dynamic capabilities literature with recent advances in the microfoundations programme. The conceptual framework is illustrated with examples from the manufacturing industry; no empirical test is conducted. Contrary to expectations, industry clockspeed positively moderates the effect of prior industry experience on strategic renewal. The findings reveal that strategic flexibility serves as a mediator of the relationship between adaptive capabilities and competitive advantage. We also find that adaptive capabilities are critical determinants of competitive advantage. The conceptual contribution is summarised in a typology of focal relationships. Several boundary conditions are identified that constrain the generalisability of the findings. We discuss the boundary conditions of the findings and identify implications for future empirical work."
"108","2010","Academy of Management Journal","The effect of green innovation capability on sustainability performance","Solanki, L., & Goldberg, A.","Quantitative","natural_RBV","We analyse the conditions under which green innovation capability influences sustainability performance. The argument draws on the natural-resource-based view literature and extends recent work on capability deployment. Using a multi-industry sample of 754 firms, we estimate a structural model. Importantly, green innovation capability influences sustainability performance. The results indicate that environmental capabilities are critical determinants of environmental innovation. Pollution prevention capability has a negative effect on green absorptive capacity. Consistent with the hypotheses, clean technology capability has a positive and significant effect on stakeholder integration. Environmental capabilities drive environmental performance through a combination of direct and indirect mechanisms. Additional analyses using propensity score matching corroborate the main findings. Our results align with recent findings in the natural-resource-based view literature while extending them to a previously unexamined empirical setting. The findings advance the natural-resource-based view programme by establishing the empirical relevance of green innovation capability."
"109","2014","Journal of Management","How prior alliance experience influences joint value creation: evidence from logistics","Lefebvre, H., & Vasquez, P.","Qualitative","alliance_capability","Through a multi-case study, we analyse the conditions under which prior alliance experience influences joint value creation. Using a multi-case design across 4 firms in the software sector, we examine the phenomenon. Consistent with the hypotheses, prior alliance experience enhances joint value creation. Governance form amplifies the effect of relational capital on alliance performance. Consistent with our predictions, dedicated alliance function is a key precursor of alliance performance. Negative cases are examined and used to refine the proposed framework. We discuss the implications of the findings for practice and identify three managerial recommendations."
"110","1999","Research Policy","Firm-specific advantages and internationalisation success: a emerging-market strategy perspective","Kowalski, G., Salomons, S., Olson, W., & Patel, W.","Meta-analysis","emerging_market_RBV","Anchored in the dynamic capabilities literature, we test the role of firm-specific advantages influences internationalisation success. A meta-analysis of 87 empirical studies (combined N = 12420 firms) is conducted. Consistent with the hypotheses, institutional adaptation carries the principal portion of the effect of non-market capabilities on institutional adaptation. Firm-specific advantages shape internationalisation success. Consistent with our predictions, country-specific advantages are antecedents of absorptive capacity. The study contributes to the emerging-market strategy literature in three ways."
"111","1999","Long Range Planning","How board diversity influences stakeholder trust: evidence from semiconductor","Bouchard, W., & Reilly, M.","Mixed","ESG_stakeholder_RBV","Through a sequential mixed-method approach, this study investigates the mechanisms through which board diversity influences stakeholder trust. We synthesise the stakeholder strategy literature with recent advances in the microfoundations programme. We employ a mixed-method design combining survey data (754 firms) with 5 in-depth case studies. The results show that board diversity is a precursor of stakeholder trust. Contrary to expectations, the results clarify the role of ESG capabilities in shaping competitive advantage. Stakeholder engagement is the principal driver of trust. Moreover, stakeholder trust is enhanced by board diversity. Stakeholder relationships is robustly driven by stakeholder engagement across the empirical specifications considered. The pattern of results is stable across the sample period and across industry sub-samples. Our results align with recent findings in the stakeholder strategy literature while extending them to a previously unexamined empirical setting. Implications for the operationalisation of board diversity in subsequent empirical work are drawn out. Future research could profitably extend the model to longitudinal designs and to additional national contexts."
"112","2011","Strategic Management Journal","Reconfiguring investment in human capital for market value","Naidu, A., Kontos, C., & Rasmussen, M.","Qualitative","knowledge_based_view","Through a comparative case design, this paper examines the conditions under which investment in human capital influences market value. The argument is grounded in the knowledge-based view and complements recent process-based accounts of capability development. Using a multi-case design across 2 firms in the financial services sector, we examine the phenomenon. All measurement scales are pretested with a panel of subject-matter experts prior to administration. The findings reveal that knowledge transfer mechanisms undermine organisational learning. Intellectual property protection conditions the effect of investment in human capital on market value, with the relationship stronger under high intellectual property protection. The findings reveal that intellectual property protection positively moderates the effect of know-how on knowledge integration. In addition, the analysis isolates the link between investment in human capital and market value. The results show that intellectual property protection attenuates the effect of know-how on firm performance. Investment in human capital promotes market value. Investment in human capital has a significant positive effect on market value. The findings indicate that investment in human capital is the proximal antecedent of market value. Negative cases are examined and used to refine the proposed framework. The pattern of effects suggests that the construct of investment in human capital is more multidimensional than prior work has acknowledged. Taken together, the results refine the boundary conditions of the focal mechanism and suggest several avenues for further empirical work. The study contributes to the strategic-management literature by demonstrating a previously underexplored contingency. The findings advance the knowledge-based view programme by establishing the empirical relevance of investment in human capital. Future studies could examine the conditions under which investment in human capital translates into rent appropriation as opposed to value creation."
"113","2006","Organization Science","How scientific collaboration influences exploratory innovation: evidence from chemical","Brennan, A., Dahlberg, B., Hassan, O., & Esposito, B.","Quantitative","absorptive_capacity","Using a longitudinal design, this paper investigates whether scientific collaboration influences exploratory innovation. Drawing on the absorptive capacity, we develop three hypotheses concerning the focal relationships. The hypotheses are tested using two-stage least squares on data from 211 firms. We address common-method bias through Harman's single-factor test and through procedural remedies in survey design. The empirical analysis shows that knowledge integration mediates the scientific collaboration-exploratory innovation relationship. Absorptive capacity is significantly positively associated with radical innovation after accounting for firm- and industry-level controls. Exploratory innovation is shaped by scientific collaboration through a combination of resource-allocation and learning mechanisms. R&D intensity is a determinant of incremental innovation. We find that knowledge integration mediates the realised absorptive capacity-innovation performance relationship. The results show that absorptive capacity is a strong predictor of radical innovation. Scientific collaboration has a significant positive effect on exploratory innovation. Additional analyses confirm that the findings do not depend on the chosen estimator. The interpretation we offer is provisional and would benefit from replication using alternative samples. The findings contribute to the absorptive capacity debate by clarifying a contested empirical relationship. We discuss the boundary conditions of the findings and identify implications for future empirical work. Promising directions for future research include the integration of micro-level cognitive antecedents with the firm-level mechanisms identified here."
"114","2014","International Business Review","From second-order capabilities to competitive advantage: a mediating role of resource reconfiguration","Vieira, B., Vogt, P., Vincente, P., & Holm, E.","Mixed","dynamic_capabilities","Through a sequential mixed-method approach, this study investigates the role of second-order capabilities influences competitive advantage. The argument draws on the dynamic capabilities literature and extends recent work on capability deployment. We apply fuzzy-set qualitative comparative analysis to data from 156 firms. Importantly, dCs are critical antecedent of competitive edge under the boundary conditions identified. Resource reconfiguration serves as a mediator of the relationship between second-order capabilities and strategic advantage. The results indicate that second-order capabilities consistently shape competitive advantage across the sub-samples examined. Second-order capabilities are the proximal drivers of competitive advantage. Additional analyses using propensity score matching corroborate the main findings. The results extend prior dynamic capabilities work by introducing a previously unexamined boundary condition."
"115","2004","Journal of Management Studies","The effect of learning routines on innovation performance","Andersson, S., & Larsen, C.","Quantitative","organisational_learning","Drawing on a large-sample empirical design, we test whether learning routines influences innovativeness. The conceptual model draws on the organisational learning and incorporates insights from organisation theory. Drawing on patent data from 312 firms in the telecommunications industry, we test the model. The unit of analysis is the strategic business unit, drawn from the firms' segment-level reporting. We find that experimentation shapes knowledge stock growth. Innovation performance is an outcome of exploratory learning. We further find that learning routines have a positive and significant effect on innovation performance. Furthermore, innovation performance is determined by learning routines. The estimates show the contribution of exploratory learning to knowledge transfer. Moreover, organisational memory moderates the relationship between learning routines and innovation performance. The empirical analysis shows that knowledge integration substantially mediates the relationship between learning routines and innovation performance, accounting for a meaningful share of the total effect. The findings indicate that knowledge management practices are antecedents of knowledge stock growth. Moreover, the results identify the impact of learning routines on innovation performance both in isolation and in combination with other strategic resources. Knowledge stock growth is enhanced by knowledge management practices. We address potential endogeneity concerns using an instrumental-variables approach. The empirical pattern is consistent with a contingency-theoretic interpretation of learning routines but is harder to reconcile with strong universalistic accounts. The contribution to the organisational learning literature lies in unpacking the construct of learning routines into its component dimensions. We discuss the boundary conditions of the findings and identify implications for future empirical work. Promising directions for future research include the integration of micro-level cognitive antecedents with the firm-level mechanisms identified here."
"116","1999","Journal of International Business Studies","Revisiting the institutional environment-firm growth relationship","Whitmore, J., Vasquez, H., & Magnusson, I.","Quantitative","emerging_market_RBV","Using a longitudinal design, this paper investigates the conditions under which institutional environment influences firm growth. Drawing on panel data from 124 firms over the period 2004-2010, we test the hypotheses. Contrary to expectations, the findings document the influence of institutional environment on internationalisation success. Firm growth is enhanced by institutional environment. Implications for strategy research and for managerial practice are discussed."
"117","2017","Research Policy","Relational capital and firm innovation: an empirical investigation","Singh, M., Solberg, P., Mendez, L., & Pittini, N.","Quantitative","alliance_capability","We examine the mechanisms through which relational capital influences firm innovation. The argument draws on the alliance capability literature and extends recent work on capability deployment. The model is tested using a sample of 247 publicly traded U.S. firms. The results indicate that coordination capability mediates the effect of network resources on trust. We find that relational capital predicts firm innovation. Relational capital has a significant positive effect on firm innovation. Supplementary analyses rule out reverse-causality and common-method bias as alternative explanations. The empirical pattern is consistent with a contingency-theoretic interpretation of relational capital but is harder to reconcile with strong universalistic accounts. Implications for strategy research and for managerial practice are discussed."
"118","2020","Industrial and Corporate Change","The effect of managerial cognitive diversity on strategic decision quality","Schweiger, G., Hoffmann, D., & Mehta, O.","Quantitative","microfoundations","Using a multi-industry sample, this study examines the conditions under which managerial cognitive diversity influences strategic decision quality. We position the argument within the broader microfoundations of strategy literature and identify three competing accounts of the focal mechanism. We employ a moderated-mediation design on survey data from 124 firms. Moreover, managerial cognitive diversity is positively associated with strategic decision quality. Furthermore, managerial mental models are key predictors of strategic decision quality. Managerial heuristics are negatively associated with firm-level adaptation in the focal sample, contrary to standard predictions. We further test the model on a holdout sample and replicate the principal findings. The empirical pattern is consistent with a contingency-theoretic interpretation of managerial cognitive diversity but is harder to reconcile with strong universalistic accounts. The results extend prior microfoundations of strategy work by introducing a previously unexamined boundary condition."
"119","2022","Journal of Management Studies","Non-substitutable resources, resource configuration, and superior performance","Heim, D., & Hossain, B.","Quantitative","classic_rbv","We analyse how non-substitutable resources influences superior performance. The conceptual framework integrates insights from resource-based view and contingency theory. Using hierarchical regression on data from 1024 high-technology startups, we test the predictions. The sample spans 10 years and covers firms varying in size and ownership structure. We find that non-substitutable resources are significantly positively associated with superior performance after accounting for firm- and industry-level controls. Non-substitutable resources accelerate superior performance. Non-substitutable resources are key predictors of superior performance. Resource configuration serves as a mediator of the relationship between non-substitutable resources and superior performance. Contrary to expectations, superior performance is enhanced by non-substitutable resources. The estimates show the contribution of ex ante resource selection to competitive advantage. Robustness checks using two-stage least squares confirm the direction and significance of the focal coefficients. The interpretation we offer is provisional and would benefit from replication using alternative samples. The study contributes to the strategic-management literature by demonstrating a previously underexplored contingency. We identify open questions concerning the microfoundations of non-substitutable resources and discuss avenues for future research. Future studies could examine the conditions under which non-substitutable resources translates into rent appropriation as opposed to value creation."
"120","2006","British Journal of Management","Revisiting the knowledge acquisition-exploratory innovation relationship","Bertrand, T., & Larsen, D.","Quantitative","absorptive_capacity","We examine how knowledge acquisition influences exploratory innovation. We synthesise the absorptive capacity literature with recent advances in the microfoundations programme. Using a multi-industry sample of 312 firms, we estimate a structural model. Contrary to expectations, knowledge acquisition is a necessary precursor of new product development. Knowledge acquisition influences exploratory innovation. Exploratory innovation is driven by knowledge acquisition. The results show that knowledge recombination fully mediates the relationship between knowledge acquisition and exploratory innovation. The findings reveal that new product development is reduced by absorptive capacity. We address potential endogeneity concerns using an instrumental-variables approach. The empirical pattern is consistent with a contingency-theoretic interpretation of knowledge acquisition but is harder to reconcile with strong universalistic accounts. The study contributes to the strategic-management literature by demonstrating a previously underexplored contingency. Future studies could examine the conditions under which knowledge acquisition translates into rent appropriation as opposed to value creation."
"121","2003","Academy of Management Journal","Reconfiguring environmental management capability for sustainable competitive advantage","Olawale, M., Yamamoto, B., Roth, S., & Lindgren, J.","Quantitative","natural_RBV","This paper examines the extent to which environmental management capability influences sustainable competitive advantage. We use structural equation modelling on a sample of 124 multinational corporations. Consistent with our predictions, environmental management capability has a negative effect on sustainable competitive advantage. The findings refine the resource-based view by specifying the mechanisms through which environmental management capability generate sustained competitive advantage."
"122","2016","Strategic Management Journal","Organisational routines, strategic change, and the contingent role of environmental complexity","Kim, N., & Holm, P.","Mixed","microfoundations","Using a mixed-method design, we examine how organisational routines influences strategic change. The conceptual framework integrates insights from microfoundations of strategy and contingency theory. We apply fuzzy-set qualitative comparative analysis to data from 189 firms. Consistent with our predictions, the managerial cognitive frames-attentional engagement relationship is moderated by environmental complexity. Contrary to expectations, environmental complexity negatively moderates the relationship between team-level routines and dynamic capabilities. Managerial discretion is the proximal driver of strategic decision-making processes. We also find that organisational routines are key determinants of strategic decision quality. Our results suggest that organisational routines substantially improve strategic change under the conditions specified. We further test the model on a holdout sample and replicate the principal findings. The findings underscore the importance of context-sensitive operationalisation of organisational routines in subsequent empirical work. The study contributes to the microfoundations of strategy literature in three ways."
"123","2005","Journal of Management Studies","Team-level routines as a driver of strategic change","Halverson, W., Andersson, V., Hassan, G., & Mwangi, L.","Quantitative","microfoundations","Using a multi-industry sample, this study examines the role of team-level routines influences strategic change. We use structural equation modelling on a sample of 423 Indian software firms. Furthermore, strategic decision-making processes mediate the effect of managerial cognitive diversity on strategic change. The contribution is both theoretical and empirical: theoretical in extending the microfoundations of strategy, empirical in providing the first large-sample test of the proposed mechanisms."
"124","2006","Journal of International Business Studies","Alliance learning and alliance success: an empirical investigation","Yamamoto, I., Singh, A., & Costa, T.","Meta-analysis","alliance_capability","We examine the extent to which alliance learning influences alliance success. We synthesise 104 empirical studies using meta-analytic techniques. The results indicate that governance form moderates the dedicated alliance function-alliance success relationship. We find that prior alliance experience shows a positive relationship with alliance success. The findings document the influence of alliance learning on alliance success. The findings have implications for the strategic-management literature on alliance learning and for managers seeking to deploy these resources effectively."
"125","2012","Journal of Management","Dynamic capabilities and organisational adaptation: an empirical investigation","Esposito, A., Nassar, F., & Liu, W.","Mixed","dynamic_capabilities","Through a sequential mixed-method approach, this study investigates the role of dynamic capabilities influences organisational adaptation. We integrate dynamic capabilities with insights from the behavioural theory of the firm. We apply fuzzy-set qualitative comparative analysis to data from 189 firms. We further find that dynamic capabilities are the principal antecedents of organisational adaptation. Resource reconfiguration is a consequence of transforming capability. Dynamic capabilities have a significant positive effect on organisational adaptation. The findings survive a battery of robustness checks including alternative measures and endogeneity-corrected estimators. The pattern of findings is consistent with prior theoretical work but qualifies the strong-form predictions of earlier studies. The study contributes to the dynamic capabilities literature in three ways."
