"article_id","source","target","relation_type","pattern","evidence"
"81","resource configuration","operational capabilities","neg_assoc","E","resource configuration has a negative effect on operational capabilities."
"81","managerial attention","firm performance","pos_assoc","D","The empirical model captures the effect of managerial attention on firm performance after accounting for plausible confounders."
"82","institutional voids","boundary-spanning activity -> opportunity recognition","moderates","A","institutional voids conditions the effect of boundary-spanning activity on opportunity recognition, with the relationship stronger under high institutional voids."
"82","boundary-spanning activity","opportunity recognition","pos_assoc","D","The analysis isolates the link between boundary-spanning activity and opportunity recognition."
"82","network ties","firm performance","pos_assoc","F","network ties are critical drivers of firm performance."
"83","research and development intensity","patent productivity","pos_assoc","B","research and development intensity facilitates patent productivity."
"83","knowledge assimilation","patent productivity","pos_assoc","E","knowledge assimilation shows a positive relationship with patent productivity."
"83","absorptive capacity","exploratory innovation","pos_assoc","B","absorptive capacity promotes exploratory innovation."
"84","product innovation","firm performance","pos_assoc","E","product innovation exhibits a positive effect on firm performance."
"84","knowledge recombination","product innovation -> firm performance","mediates","A","The indirect effect of product innovation on firm performance runs through knowledge recombination."
"84","appropriability regime","radical innovation -> absorptive capacity","moderates","A","appropriability regime conditions the effect of radical innovation on absorptive capacity, with the relationship stronger under high appropriability regime."
"84","product innovation","firm performance","pos_assoc","F","firm performance is the principal outcome of product innovation."
"84","product innovation","organisational performance","pos_assoc","D","The findings highlight the association between product innovation and organisational performance."
"85","domestic market experience","firm growth","pos_assoc","F","firm growth is an outcome of domestic market experience."
"85","cultural distance","institutional capabilities -> institutional adaptation","moderates","A","cultural distance moderates the effect of institutional capabilities on institutional adaptation."
"86","government linkages","international performance","pos_assoc","E","government linkages are significantly positively associated with international performance."
"86","political capabilities","firm growth","pos_assoc","F","political capabilities are the proximal antecedents of firm growth."
"86","psychic distance","frugal innovation capability -> dynamic capabilities","moderates","A","The effect of frugal innovation capability on dynamic capabilities is contingent on psychic distance."
"87","organisational ambidexterity","innovation performance","pos_assoc","D","The estimates capture the relationship between organisational ambidexterity and innovation performance."
"87","exploitation","long-term survival","pos_assoc","F","exploitation is a key driver of long-term survival."
"87","organisational design","firm performance","pos_assoc","C","firm performance is determined by organisational design."
"87","organisational learning","organisational design -> firm performance","mediates","A","The results indicate that organisational learning mediates the relationship between organisational design and firm performance."
"87","organisational design","firm performance","pos_assoc","D","The results identify the impact of organisational design on firm performance both in isolation and in combination with other strategic resources."
"87","environmental dynamism","organisational design -> firm performance","moderates","A","environmental dynamism moderates the relationship between organisational design and firm performance."
"88","industry life-cycle stage","social capital -> innovation performance","moderates","A","The effect of social capital on innovation performance is contingent on industry life-cycle stage."
"88","training investment","knowledge management","neg_assoc","E","training investment is negatively associated with knowledge management in the focal sample, contrary to standard predictions."
"89","alliance portfolio configuration","firm innovation","neg_assoc","E","alliance portfolio configuration has a negative effect on firm innovation."
"89","prior alliance experience","alliance success","pos_assoc","E","prior alliance experience has a significant positive effect on alliance success."
"89","coordination capability","alliance portfolio configuration -> firm innovation","mediates","A","coordination capability mediates the relationship between alliance portfolio configuration and firm innovation."
"89","alliance management capability","alliance success","pos_assoc","B","alliance management capability substantially improves alliance success under the conditions specified."
"89","trust between partners","alliance portfolio configuration -> firm innovation","moderates","A","trust between partners attenuate the effect of alliance portfolio configuration on firm innovation."
"90","R&D intensity","knowledge recombination","pos_assoc","B","R&D intensity stimulates knowledge recombination."
"90","knowledge tacitness","R&D intensity -> incremental innovation","moderates","A","knowledge tacitness conditions the effect of R&D intensity on incremental innovation, with the relationship stronger under high knowledge tacitness."
"90","organisational learning","knowledge transformation -> exploratory innovation","mediates","A","organisational learning partially mediates the effect of knowledge transformation on exploratory innovation."
"90","organizational learning","absorptive capacity -> incremental innovation","mediates","A","organizational learning mediates the effect of absorptive capacity on incremental innovation."
"90","knowledge assimilation","knowledge recombination","pos_assoc","F","knowledge assimilation is a key antecedent of knowledge recombination."
"90","knowledge transformation","exploratory innovation","pos_assoc","E","knowledge transformation shows a positive relationship with exploratory innovation."
"90","knowledge transformation","exploratory innovation","pos_assoc","D","The empirical analysis quantifies the effect of knowledge transformation on exploratory innovation."
"90","R&D intensity","innovation performance","pos_assoc","D","The empirical model captures the effect of R&D intensity on innovation performance after accounting for plausible confounders."
"91","human capital","firm growth","pos_assoc","F","human capital is a key precursor of firm growth."
"92","organisational ambidexterity","long-term survival","pos_assoc","E","organisational ambidexterity shows a strong positive relationship with long-term survival."
"92","organisational ambidexterity","long-term survival","pos_assoc","D","The analysis isolates the link between organisational ambidexterity and long-term survival."
"92","exploitation","dynamic capabilities","pos_assoc","C","dynamic capabilities are shaped by exploitation through a combination of resource-allocation and learning mechanisms."
"92","exploitation","organisational learning","pos_assoc","F","exploitation is a strong predictor of organisational learning."
"92","contextual ambidexterity","sustained competitive advantage","pos_assoc","E","contextual ambidexterity exhibits a positive effect on sustained competitive advantage."
"92","organisational design","long-term survival","pos_assoc","F","organisational design is the principal driver of long-term survival."
"93","green innovation capability","sustainability performance","pos_assoc","F","green innovation capability is a predictor of sustainability performance."
"93","environmental innovation","stakeholder pressure -> financial performance","mediates","A","The mediation analysis shows that environmental innovation carries the principal portion of the effect of stakeholder pressure on financial performance."
"93","green innovation capability","stakeholder integration","pos_assoc","B","green innovation capability increases stakeholder integration."
"93","stakeholder pressure","financial performance","pos_assoc","B","stakeholder pressure stimulates financial performance."
"94","knowledge flows","innovation outcomes","pos_assoc","F","knowledge flows are precursors of innovation outcomes."
"94","knowledge flows","innovation outcomes","pos_assoc","C","innovation outcomes are influenced by knowledge flows."
"94","intellectual property protection","knowledge flows -> innovation outcomes","moderates","A","The effect of knowledge flows on innovation outcomes is contingent on intellectual property protection."
"95","organisational ambidexterity","long-term survival","pos_assoc","F","organisational ambidexterity is a critical determinant of long-term survival."
"95","leadership behaviour","innovation performance","pos_assoc","C","innovation performance is predicted by leadership behaviour."
"95","leadership behaviour","innovation performance","pos_assoc","F","leadership behaviour is a key antecedent of innovation performance in the empirical setting examined."
"95","exploration","long-term survival","neg_assoc","E","exploration has a negative effect on long-term survival."
"96","relational capital","alliance success","pos_assoc","D","The results clarify the role of relational capital in shaping alliance success."
"96","alliance interdependence","relational capital -> alliance success","moderates","A","The effect of relational capital on alliance success is contingent on alliance interdependence."
"96","relational capital","alliance success","pos_assoc","E","relational capital has a significant positive effect on alliance success."
"96","relational capital","alliance success","pos_assoc","B","relational capital drives alliance success through a combination of direct and indirect mechanisms."
"96","prior alliance experience","knowledge transfer","pos_assoc","F","prior alliance experience is a critical determinant of knowledge transfer."
"96","alliance portfolio configuration","alliance success","pos_assoc","D","The analysis quantifies the contribution of alliance portfolio configuration to alliance success across the full panel and within key sub-samples."
"96","network resources","relational governance","pos_assoc","B","network resources improve relational governance."
"96","relational governance","relational capital -> alliance success","mediates","A","relational governance mediates the relationship between relational capital and alliance success."
"97","sustainability capabilities","sustainable competitive advantage","pos_assoc","B","sustainability capabilities consistently shape sustainable competitive advantage across the sub-samples examined."
"97","stakeholder demands","stakeholder legitimacy","pos_assoc","D","The empirical analysis quantifies the effect of stakeholder demands on stakeholder legitimacy."
"97","product stewardship capability","sustainable competitive advantage","pos_assoc","F","product stewardship capability is a predictor of sustainable competitive advantage."
"97","stakeholder pressure","stakeholder legitimacy","pos_assoc","E","stakeholder pressure shows a strong positive relationship with stakeholder legitimacy."
"97","green absorptive capacity","pollution prevention capability -> green absorptive capacity","mediates","A","green absorptive capacity partially mediates the effect of pollution prevention capability on green absorptive capacity."
"97","stakeholder pressure","stakeholder legitimacy","pos_assoc","F","stakeholder pressure is a key antecedent of stakeholder legitimacy in the empirical setting examined."
"98","domestic market experience","institutional adaptation","pos_assoc","D","The empirical analysis quantifies the effect of domestic market experience on institutional adaptation."
"98","institutional capabilities","internationalisation success","neg_assoc","B","institutional capabilities diminish internationalisation success."
"98","dynamic capabilities","institutional capabilities -> internationalisation success","mediates","A","dynamic capabilities serve as a mediator of the relationship between institutional capabilities and internationalisation success."
"98","institutional capabilities","international performance","neg_assoc","B","institutional capabilities undermine international performance."
"98","cultural distance","political capabilities -> absorptive capacity","moderates","A","The effect of political capabilities on absorptive capacity is contingent on the level of cultural distance prevailing in the firm's environment."
"99","indigenous knowledge resources","firm growth","pos_assoc","B","indigenous knowledge resources drive firm growth through a combination of direct and indirect mechanisms."
"99","institutional voids","institutional capabilities -> internationalisation success","moderates","A","institutional voids moderate the effect of institutional capabilities on internationalisation success."
"99","institutional voids","indigenous knowledge resources -> domestic competitive advantage","moderates","A","institutional voids conditions the effect of indigenous knowledge resources on domestic competitive advantage, with the relationship stronger under high institutional voids."
"100","corporate reputation","competitive advantage","pos_assoc","E","corporate reputation has a strong positive effect on competitive advantage."
"100","stakeholder relationships","corporate reputation -> competitive advantage","mediates","A","stakeholder relationships fully mediate the relationship between corporate reputation and competitive advantage."
"100","stakeholder capabilities","stakeholder relationships","pos_assoc","F","stakeholder capabilities are necessary precursors of stakeholder relationships."
"100","corporate reputation","competitive advantage","pos_assoc","D","The results clarify the role of corporate reputation in shaping competitive advantage."
"100","corporate governance quality","competitive advantage","pos_assoc","F","corporate governance quality is a critical determinant of competitive advantage."
"100","board diversity","stakeholder trust","pos_assoc","D","The analysis quantifies the contribution of board diversity to stakeholder trust across the full panel and within key sub-samples."
"100","stakeholder capabilities","competitive edge","pos_assoc","F","stakeholder capabilities are critical determinants of competitive edge."
"100","stakeholder integration","stakeholder relationships","pos_assoc","F","stakeholder integration is a robust predictor of stakeholder relationships after the controls and fixed effects are imposed."
"101","stakeholder engagement","reputational capital","pos_assoc","E","stakeholder engagement is significantly positively associated with reputational capital."
"101","stakeholder relationships","corporate reputation -> competitive advantage","mediates","A","stakeholder relationships serve as a mediator of the relationship between corporate reputation and competitive advantage."
"101","stakeholder integration","reputational capital","pos_assoc","D","The analysis quantifies the contribution of stakeholder integration to reputational capital across the full panel and within key sub-samples."
"101","corporate reputation","competitive advantage","pos_assoc","D","The estimates show the contribution of corporate reputation to competitive advantage."
"101","corporate reputation","competitive advantage","pos_assoc","F","competitive advantage is an outcome of corporate reputation."
"101","stakeholder activism","corporate reputation -> competitive advantage","moderates","A","stakeholder activism moderates the relationship between corporate reputation and competitive advantage."
"101","stakeholder activism","CSR capabilities -> long-term firm value","moderates","A","stakeholder activism conditions the effect of CSR capabilities on long-term firm value, with the relationship stronger under high stakeholder activism."
"102","prior knowledge stock","innovation performance","pos_assoc","E","prior knowledge stock is significantly positively associated with innovation performance."
"102","prior knowledge stock","innovation performance","pos_assoc","F","prior knowledge stock is the proximal antecedent of innovation performance."
"102","external knowledge sourcing","patent productivity","pos_assoc","F","external knowledge sourcing is a precursor of patent productivity."
"102","absorptive capacity","incremental innovation","pos_assoc","C","incremental innovation is enhanced by absorptive capacity."
"102","knowledge tacitness","knowledge assimilation -> incremental innovation","moderates","A","knowledge tacitness moderates the relationship between knowledge assimilation and incremental innovation."
"103","firm-specific knowledge","rent appropriation","pos_assoc","D","The findings highlight the association between firm-specific knowledge and rent appropriation."
"103","intellectual property protection","knowledge transfer mechanisms -> organisational learning","moderates","A","We find that intellectual property protection moderates the knowledge transfer mechanisms-organisational learning relationship."
"103","firm-specific knowledge","rent appropriation","pos_assoc","B","firm-specific knowledge increases rent appropriation."
"103","knowledge flows","firm-level learning","pos_assoc","F","firm-level learning is the principal outcome of knowledge flows."
"104","digital capabilities","innovation performance","pos_assoc","B","digital capabilities substantially improve innovation performance under the conditions specified."
"104","IT capabilities","digital transformation outcomes","pos_assoc","F","IT capabilities are necessary precursors of digital transformation outcomes."
"104","IT investment","agility","pos_assoc","C","agility is significantly enhanced by IT investment after controlling for confounding factors."
"104","digital capabilities","innovation performance","pos_assoc","F","digital capabilities are critical antecedent of innovation performance under the boundary conditions identified."
"104","digital capabilities","innovation performance","pos_assoc","D","The estimates capture the relationship between digital capabilities and innovation performance."
"104","IT capabilities","firm performance","neg_assoc","E","IT capabilities are negatively associated with firm performance in the focal sample, contrary to standard predictions."
"104","IT capabilities","operational performance","pos_assoc","E","IT capabilities show a strong positive relationship with operational performance."
"105","country-specific advantages","institutional adaptation","pos_assoc","B","country-specific advantages promote institutional adaptation."
"105","firm-specific advantages","firm growth","neg_assoc","B","firm-specific advantages weaken firm growth."
"105","firm-specific advantages","firm growth","neg_assoc","E","firm-specific advantages are negatively associated with firm growth."
"105","political capabilities","firm growth","pos_assoc","E","political capabilities exhibit a robustly positive effect on firm growth that survives a battery of robustness checks."
"106","sequential ambidexterity","firm performance","pos_assoc","C","firm performance is determined by sequential ambidexterity."
"106","organisational ambidexterity","innovation performance","neg_assoc","E","organisational ambidexterity exhibits a negative effect on innovation performance."
"107","industry clockspeed","prior industry experience -> strategic renewal","moderates","A","industry clockspeed positively moderates the effect of prior industry experience on strategic renewal."
"107","strategic flexibility","adaptive capabilities -> competitive advantage","mediates","A","strategic flexibility serves as a mediator of the relationship between adaptive capabilities and competitive advantage."
"107","adaptive capabilities","competitive advantage","pos_assoc","F","adaptive capabilities are critical determinants of competitive advantage."
"108","green innovation capability","sustainability performance","pos_assoc","B","green innovation capability influences sustainability performance."
"108","environmental capabilities","environmental innovation","pos_assoc","F","environmental capabilities are critical determinants of environmental innovation."
"108","pollution prevention capability","green absorptive capacity","neg_assoc","E","pollution prevention capability has a negative effect on green absorptive capacity."
"108","clean technology capability","stakeholder integration","pos_assoc","E","clean technology capability has a positive and significant effect on stakeholder integration."
"108","environmental capabilities","environmental performance","pos_assoc","B","environmental capabilities drive environmental performance through a combination of direct and indirect mechanisms."
"109","prior alliance experience","joint value creation","pos_assoc","B","prior alliance experience enhances joint value creation."
"109","governance form","relational capital -> alliance performance","moderates","A","governance form amplifies the effect of relational capital on alliance performance."
"109","dedicated alliance function","alliance performance","pos_assoc","F","dedicated alliance function is a key precursor of alliance performance."
"110","institutional adaptation","non-market capabilities -> institutional adaptation","mediates","A","The mediation analysis shows that institutional adaptation carries the principal portion of the effect of non-market capabilities on institutional adaptation."
"110","firm-specific advantages","internationalisation success","pos_assoc","B","firm-specific advantages shape internationalisation success."
"110","country-specific advantages","absorptive capacity","pos_assoc","F","country-specific advantages are antecedents of absorptive capacity."
"111","board diversity","stakeholder trust","pos_assoc","F","board diversity is a precursor of stakeholder trust."
"111","ESG capabilities","competitive advantage","pos_assoc","D","The results clarify the role of ESG capabilities in shaping competitive advantage."
"111","stakeholder engagement","trust","pos_assoc","F","stakeholder engagement is the principal driver of trust."
"111","board diversity","stakeholder trust","pos_assoc","C","stakeholder trust is enhanced by board diversity."
"111","stakeholder engagement","stakeholder relationships","pos_assoc","C","stakeholder relationships is robustly driven by stakeholder engagement across the empirical specifications considered."
"112","knowledge transfer mechanisms","organisational learning","neg_assoc","B","knowledge transfer mechanisms undermine organisational learning."
"112","intellectual property protection","investment in human capital -> market value","moderates","A","intellectual property protection conditions the effect of investment in human capital on market value, with the relationship stronger under high intellectual property protection."
"112","intellectual property protection","know-how -> knowledge integration","moderates","A","intellectual property protection positively moderates the effect of know-how on knowledge integration."
"112","investment in human capital","market value","pos_assoc","D","The analysis isolates the link between investment in human capital and market value."
"112","intellectual property protection","know-how -> firm performance","moderates","A","intellectual property protection attenuates the effect of know-how on firm performance."
"112","investment in human capital","market value","pos_assoc","B","investment in human capital promotes market value."
"112","investment in human capital","market value","pos_assoc","E","investment in human capital has a significant positive effect on market value."
"112","investment in human capital","market value","pos_assoc","F","investment in human capital is the proximal antecedent of market value."
"113","knowledge integration","scientific collaboration -> exploratory innovation","mediates","A","Bootstrap mediation analysis confirms that knowledge integration mediates the scientific collaboration-exploratory innovation relationship."
"113","absorptive capacity","radical innovation","pos_assoc","E","absorptive capacity is significantly positively associated with radical innovation after accounting for firm- and industry-level controls."
"113","scientific collaboration","exploratory innovation","pos_assoc","C","exploratory innovation is shaped by scientific collaboration through a combination of resource-allocation and learning mechanisms."
"113","R&D intensity","incremental innovation","pos_assoc","F","R&D intensity is a determinant of incremental innovation."
"113","knowledge integration","realised absorptive capacity -> innovation performance","mediates","A","We find that knowledge integration mediates the realised absorptive capacity-innovation performance relationship."
"113","absorptive capacity","radical innovation","pos_assoc","F","absorptive capacity is a strong predictor of radical innovation."
"113","scientific collaboration","exploratory innovation","pos_assoc","E","scientific collaboration has a significant positive effect on exploratory innovation."
"114","DCs","competitive edge","pos_assoc","F","DCs are critical antecedent of competitive edge under the boundary conditions identified."
"114","resource reconfiguration","second-order capabilities -> strategic advantage","mediates","A","resource reconfiguration serves as a mediator of the relationship between second-order capabilities and strategic advantage."
"114","second-order capabilities","competitive advantage","pos_assoc","B","second-order capabilities consistently shape competitive advantage across the sub-samples examined."
"114","second-order capabilities","competitive advantage","pos_assoc","F","second-order capabilities are the proximal drivers of competitive advantage."
"115","experimentation","knowledge stock growth","pos_assoc","B","experimentation shapes knowledge stock growth."
"115","exploratory learning","innovation performance","pos_assoc","F","innovation performance is an outcome of exploratory learning."
"115","learning routines","innovation performance","pos_assoc","E","learning routines have a positive and significant effect on innovation performance."
"115","learning routines","innovation performance","pos_assoc","C","innovation performance is determined by learning routines."
"115","exploratory learning","knowledge transfer","pos_assoc","D","The estimates show the contribution of exploratory learning to knowledge transfer."
"115","organisational memory","learning routines -> innovation performance","moderates","A","organisational memory moderates the relationship between learning routines and innovation performance."
"115","knowledge integration","learning routines -> innovation performance","mediates","A","knowledge integration substantially mediates the relationship between learning routines and innovation performance, accounting for a meaningful share of the total effect."
"115","knowledge management practices","knowledge stock growth","pos_assoc","F","knowledge management practices are antecedents of knowledge stock growth."
"115","learning routines","innovation performance","pos_assoc","D","The results identify the impact of learning routines on innovation performance both in isolation and in combination with other strategic resources."
"115","knowledge management practices","knowledge stock growth","pos_assoc","C","knowledge stock growth is enhanced by knowledge management practices."
"116","institutional environment","internationalisation success","pos_assoc","D","The findings document the influence of institutional environment on internationalisation success."
"116","institutional environment","firm growth","pos_assoc","C","firm growth is enhanced by institutional environment."
"117","coordination capability","network resources -> trust","mediates","A","coordination capability mediates the effect of network resources on trust."
"117","relational capital","firm innovation","pos_assoc","B","relational capital predicts firm innovation."
"117","relational capital","firm innovation","pos_assoc","E","relational capital has a significant positive effect on firm innovation."
"118","managerial cognitive diversity","strategic decision quality","pos_assoc","E","managerial cognitive diversity is positively associated with strategic decision quality."
"118","managerial mental models","strategic decision quality","pos_assoc","F","managerial mental models are key predictors of strategic decision quality."
"118","managerial heuristics","firm-level adaptation","neg_assoc","E","managerial heuristics are negatively associated with firm-level adaptation in the focal sample, contrary to standard predictions."
"119","non-substitutable resources","superior performance","pos_assoc","E","non-substitutable resources are significantly positively associated with superior performance after accounting for firm- and industry-level controls."
"119","non-substitutable resources","superior performance","pos_assoc","B","non-substitutable resources accelerate superior performance."
"119","non-substitutable resources","superior performance","pos_assoc","F","non-substitutable resources are key predictors of superior performance."
"119","resource configuration","non-substitutable resources -> superior performance","mediates","A","resource configuration serves as a mediator of the relationship between non-substitutable resources and superior performance."
"119","non-substitutable resources","superior performance","pos_assoc","C","superior performance is enhanced by non-substitutable resources."
"119","ex ante resource selection","competitive advantage","pos_assoc","D","The estimates show the contribution of ex ante resource selection to competitive advantage."
"120","knowledge acquisition","new product development","pos_assoc","F","knowledge acquisition is a necessary precursor of new product development."
"120","knowledge acquisition","exploratory innovation","pos_assoc","B","knowledge acquisition influences exploratory innovation."
"120","knowledge acquisition","exploratory innovation","pos_assoc","C","exploratory innovation is driven by knowledge acquisition."
"120","knowledge recombination","knowledge acquisition -> exploratory innovation","mediates","A","knowledge recombination fully mediates the relationship between knowledge acquisition and exploratory innovation."
"120","absorptive capacity","new product development","neg_assoc","C","new product development is reduced by absorptive capacity."
"121","environmental management capability","sustainable competitive advantage","neg_assoc","E","environmental management capability has a negative effect on sustainable competitive advantage."
"122","environmental complexity","managerial cognitive frames -> attentional engagement","moderates","A","The managerial cognitive frames-attentional engagement relationship is moderated by environmental complexity."
"122","environmental complexity","team-level routines -> dynamic capabilities","moderates","A","environmental complexity negatively moderates the relationship between team-level routines and dynamic capabilities."
"122","managerial discretion","strategic decision-making processes","pos_assoc","F","managerial discretion is the proximal driver of strategic decision-making processes."
"122","organisational routines","strategic decision quality","pos_assoc","F","organisational routines are key determinants of strategic decision quality."
"122","organisational routines","strategic change","pos_assoc","B","organisational routines substantially improve strategic change under the conditions specified."
"123","strategic decision-making processes","managerial cognitive diversity -> strategic change","mediates","A","strategic decision-making processes mediate the effect of managerial cognitive diversity on strategic change."
"124","governance form","dedicated alliance function -> alliance success","moderates","A","We find that governance form moderates the dedicated alliance function-alliance success relationship."
"124","prior alliance experience","alliance success","pos_assoc","E","prior alliance experience shows a positive relationship with alliance success."
"124","alliance learning","alliance success","pos_assoc","D","The findings document the influence of alliance learning on alliance success."
"125","dynamic capabilities","organisational adaptation","pos_assoc","F","dynamic capabilities are the principal antecedents of organisational adaptation."
"125","transforming capability","resource reconfiguration","pos_assoc","F","resource reconfiguration is a consequence of transforming capability."
"125","dynamic capabilities","organisational adaptation","pos_assoc","E","dynamic capabilities have a significant positive effect on organisational adaptation."
"126","knowledge assimilation","exploitative innovation","pos_assoc","B","knowledge assimilation facilitates exploitative innovation."
"126","knowledge assimilation","exploitative innovation","pos_assoc","F","knowledge assimilation is a precursor of exploitative innovation."
"126","knowledge assimilation","exploitative innovation","pos_assoc","D","The empirical analysis quantifies the effect of knowledge assimilation on exploitative innovation."
"127","human resource practices","innovation performance","pos_assoc","C","innovation performance is enhanced by human resource practices."
"127","process capital","firm growth","pos_assoc","E","process capital exhibits a robustly positive effect on firm growth that survives a battery of robustness checks."
"127","human resource practices","innovation performance","pos_assoc","B","human resource practices accelerate innovation performance."
"127","intellectual capital integration","organisational design -> knowledge management","mediates","A","The effect of organisational design on knowledge management is mediated by intellectual capital integration."
"127","knowledge intensity","human resource practices -> innovativeness","moderates","A","The effect of human resource practices on innovativeness is contingent on knowledge intensity."
"127","intellectual capital integration","human resource practices -> innovation performance","mediates","A","intellectual capital integration partially mediates the effect of human resource practices on innovation performance."
"128","consumer environmental awareness","green innovation capability -> environmental performance","moderates","A","consumer environmental awareness acts as a contingency on the green innovation capability-environmental performance relationship."
"128","environmental capabilities","environmental performance","pos_assoc","B","environmental capabilities influence environmental performance."
"129","knowledge ambiguity","knowledge transfer mechanisms -> innovation outcomes","moderates","A","knowledge ambiguity acts as a contingency on the knowledge transfer mechanisms-innovation outcomes relationship."
"129","know-how","firm performance","pos_assoc","B","know-how substantially improves firm performance under the conditions specified."
"129","organisational knowledge","knowledge application","pos_assoc","F","organisational knowledge is a critical driver of knowledge application."
"129","explicit knowledge","knowledge sharing","neg_assoc","E","explicit knowledge has a negative effect on knowledge sharing."
"129","explicit knowledge","rent appropriation","pos_assoc","B","explicit knowledge significantly enhances rent appropriation across the sample."
"129","knowledge ambiguity","knowledge flows -> rent appropriation","moderates","A","We find that knowledge ambiguity moderates the knowledge flows-rent appropriation relationship."
"130","prior industry experience","organisational adaptation","pos_assoc","F","prior industry experience is a key driver of organisational adaptation."
"130","prior industry experience","organisational adaptation","pos_assoc","C","organisational adaptation is enhanced by prior industry experience."
"130","market velocity","prior industry experience -> organisational adaptation","moderates","A","We find that market velocity moderates the prior industry experience-organisational adaptation relationship."
"131","VRIO resources","persistent above-normal returns","pos_assoc","F","VRIO resources are key precursors of persistent above-normal returns."
"131","strategic factor markets","organizational capabilities","pos_assoc","E","strategic factor markets exhibit a positive effect on organizational capabilities."
"131","non-substitutable resources","superior performance","pos_assoc","E","non-substitutable resources have a positive and significant effect on superior performance."
"131","firm resources","strategic advantage","pos_assoc","D","The estimates capture the relationship between firm resources and strategic advantage."
"132","non-market capabilities","international performance","pos_assoc","F","non-market capabilities are necessary precursors of international performance."
"132","non-market capabilities","international performance","pos_assoc","B","non-market capabilities drive international performance."
"132","cultural distance","political capabilities -> dynamic capabilities","moderates","A","We find a significant interaction between political capabilities and cultural distance in predicting dynamic capabilities, indicating that cultural distance moderates the focal relationship."
"132","institutional adaptation","non-market capabilities -> international performance","mediates","A","institutional adaptation mediates the relationship between non-market capabilities and international performance."
"132","non-market capabilities","international performance","pos_assoc","D","The empirical analysis quantifies the effect of non-market capabilities on international performance."
"133","operational capabilities","top management team experience -> competitive advantage","mediates","A","operational capabilities serve as a mediator of the relationship between top management team experience and competitive advantage."
"133","top management team experience","competitive advantage","pos_assoc","F","top management team experience is a critical driver of competitive advantage."
"133","environmental dynamism","seizing capability -> resource reconfiguration","moderates","A","environmental dynamism attenuates the effect of seizing capability on resource reconfiguration."
"134","process innovation","IT human resources capability -> business process agility","mediates","A","process innovation partially mediates the effect of IT human resources capability on business process agility."
"134","process innovation","IT investment -> agility","mediates","A","process innovation mediates the effect of IT investment on agility."
"134","competitive intensity","IT investment -> agility","moderates","A","competitive intensity moderates the effect of IT investment on agility."
"134","IT investment","agility","pos_assoc","F","agility is the principal outcome of IT investment."
"134","IT governance","digital transformation outcomes","neg_assoc","B","IT governance weakens digital transformation outcomes."
"135","tangible resources","firm-level performance","pos_assoc","E","tangible resources have a positive and significant effect on firm-level performance."
"135","resource accumulation","superior performance","pos_assoc","D","The model identifies the impact of resource accumulation on superior performance."
"135","value creation","VRIO resources -> competitive advantage","mediates","A","The effect of VRIO resources on competitive advantage is mediated by value creation."
"135","environmental munificence","resource accumulation -> superior performance","moderates","A","We find that environmental munificence moderates the resource accumulation-superior performance relationship."
"135","managerial foresight","resource leveraging","pos_assoc","C","resource leveraging is predicted by managerial foresight."
"136","big data analytics capability","agility","pos_assoc","F","big data analytics capability is the principal driver of agility across the firms in our sample."
"136","process innovation","big data analytics capability -> agility","mediates","A","process innovation mediates the relationship between big data analytics capability and agility."
"136","big data analytics capability","agility","pos_assoc","C","agility is determined by big data analytics capability."
"136","competitive intensity","big data analytics capability -> agility","moderates","A","The effect of big data analytics capability on agility is contingent on the level of competitive intensity prevailing in the firm's environment."
"136","big data analytics capability","agility","pos_assoc","E","big data analytics capability exhibits a robustly positive effect on agility that survives a battery of robustness checks."
"136","IT human resources capability","organisational learning","pos_assoc","F","IT human resources capability is a key predictor of organisational learning."
"136","IT capabilities","process innovation","pos_assoc","D","The estimates capture the relationship between IT capabilities and process innovation."
"137","coordination capability","alliance portfolio configuration -> alliance success","mediates","A","coordination capability fully mediates the relationship between alliance portfolio configuration and alliance success."
"137","alliance portfolio diversity","joint value creation","pos_assoc","C","joint value creation is determined by alliance portfolio diversity."
"137","alliance interdependence","alliance portfolio configuration -> alliance success","moderates","A","alliance interdependence positively moderates the effect of alliance portfolio configuration on alliance success."
"137","alliance portfolio configuration","alliance success","pos_assoc","C","alliance success is influenced by alliance portfolio configuration."
"137","prior alliance experience","coordination capability","neg_assoc","B","prior alliance experience reduces coordination capability."
"138","managerial human capital","strategic decision quality","pos_assoc","B","managerial human capital shapes strategic decision quality."
"138","team-level routines","strategic change","neg_assoc","B","team-level routines undermine strategic change."
"138","organisational routines","firm-level adaptation","pos_assoc","D","The results clarify the role of organisational routines in shaping firm-level adaptation."
"139","industry competitiveness","VRIO resources -> persistent above-normal returns","moderates","A","The effect of VRIO resources on persistent above-normal returns is contingent on the level of industry competitiveness prevailing in the firm's environment."
"139","tangible resources","firm performance","pos_assoc","F","tangible resources are precursors of firm performance."
"139","resource leveraging","VRIO resources -> persistent above-normal returns","mediates","A","resource leveraging partially mediates the effect of VRIO resources on persistent above-normal returns."
"140","network ties","innovation performance","pos_assoc","E","network ties exhibit a positive effect on innovation performance."
"140","network embeddedness","knowledge transfer","pos_assoc","E","network embeddedness has a positive and economically meaningful effect on knowledge transfer across all specifications."
"140","collaborative behaviour","network ties -> dynamic capabilities","mediates","A","collaborative behaviour mediates the effect of network ties on dynamic capabilities."
"140","boundary-spanning activity","opportunity recognition","pos_assoc","D","The results clarify the role of boundary-spanning activity in shaping opportunity recognition."
